DID,turns,emotion,set
MPATHY-022130,3,sad,train
MPATHY-022131,3,embarrassed,train
MPATHY-022132,3,angry,train
MPATHY-022133,4,trusting,train
MPATHY-022134,3,proud,train
MPATHY-022135,4,anticipating,train
MPATHY-022136,4,surprised,train
MPATHY-022137,3,jealous,train
MPATHY-022138,3,trusting,train
MPATHY-022139,3,impressed,train
MPATHY-022140,3,excited,train
MPATHY-022141,3,confident,train
MPATHY-022142,3,ashamed,train
MPATHY-022143,3,prepared,train
MPATHY-022144,3,caring,train
MPATHY-022145,3,lonely,train
MPATHY-022146,3,caring,train
MPATHY-022148,3,content,train
MPATHY-022149,3,sad,train
MPATHY-022150,3,apprehensive,train
MPATHY-022152,3,nostalgic,train
MPATHY-022154,3,annoyed,train
MPATHY-022157,3,angry,train
MPATHY-022158,3,ashamed,train
MPATHY-022159,3,disappointed,train
MPATHY-022161,5,apprehensive,train
MPATHY-022162,3,content,train
MPATHY-022164,3,trusting,train
MPATHY-022165,3,anxious,train
MPATHY-022166,3,terrified,train
MPATHY-022169,3,caring,train
MPATHY-022170,3,joyful,train
MPATHY-022171,3,furious,train
MPATHY-022172,3,impressed,train
MPATHY-022173,3,nostalgic,train
MPATHY-022174,3,furious,train
MPATHY-022176,3,lonely,train
MPATHY-022177,3,guilty,train
MPATHY-022178,3,sad,train
MPATHY-022180,4,sentimental,train
MPATHY-022181,3,ashamed,train
MPATHY-022182,3,grateful,train
MPATHY-022184,3,angry,train
MPATHY-022186,4,apprehensive,train
MPATHY-022187,3,hopeful,train
MPATHY-022188,3,proud,train
MPATHY-022190,4,disappointed,train
MPATHY-022191,3,apprehensive,train
MPATHY-022192,4,devastated,train
MPATHY-022193,3,sentimental,train
MPATHY-022194,3,devastated,train
MPATHY-022195,3,surprised,train
MPATHY-022196,3,impressed,train
MPATHY-022197,4,confident,train
MPATHY-022200,3,trusting,train
MPATHY-022202,3,prepared,train
MPATHY-022203,3,apprehensive,train
MPATHY-022204,3,ashamed,train
MPATHY-022205,3,ashamed,train
MPATHY-022206,3,lonely,train
MPATHY-022208,3,proud,train
MPATHY-022209,3,apprehensive,train
MPATHY-022211,4,caring,train
MPATHY-022213,3,nostalgic,train
MPATHY-022214,4,apprehensive,train
MPATHY-022215,3,devastated,train
MPATHY-022216,3,sentimental,train
MPATHY-022218,3,content,train
MPATHY-022219,5,content,train
MPATHY-022220,4,embarrassed,train
MPATHY-022222,3,hopeful,train
MPATHY-022223,4,sentimental,train
MPATHY-022224,3,embarrassed,train
MPATHY-022225,4,trusting,train
MPATHY-022226,3,nostalgic,train
MPATHY-022227,3,anticipating,train
MPATHY-022228,3,hopeful,train
MPATHY-022230,3,jealous,train
MPATHY-022231,3,disgusted,train
MPATHY-022232,4,terrified,train
MPATHY-022234,6,guilty,train
MPATHY-022235,3,devastated,train
MPATHY-022236,3,disappointed,train
MPATHY-022237,4,caring,train
MPATHY-022238,3,trusting,train
MPATHY-022239,4,embarrassed,train
MPATHY-022240,3,confident,train
MPATHY-022241,6,jealous,train
MPATHY-022242,3,trusting,train
MPATHY-022243,4,faithful,train
MPATHY-022244,4,nostalgic,train
MPATHY-022245,3,faithful,train
MPATHY-022246,4,trusting,train
MPATHY-022247,3,surprised,train
MPATHY-022248,4,furious,train
MPATHY-022249,3,trusting,train
MPATHY-022250,4,hopeful,train
MPATHY-022251,5,ashamed,train
MPATHY-022254,3,apprehensive,train
MPATHY-022255,3,content,train
MPATHY-022256,3,content,train
MPATHY-022258,3,embarrassed,train
MPATHY-022261,4,sentimental,train
MPATHY-022263,4,prepared,train
MPATHY-022264,3,caring,train
MPATHY-022266,3,caring,train
MPATHY-022267,3,jealous,train
MPATHY-022271,2,trusting,train
MPATHY-022272,5,nostalgic,train
MPATHY-022275,3,caring,train
MPATHY-022276,3,confident,train
MPATHY-022277,3,guilty,train
MPATHY-022280,3,afraid,train
MPATHY-022282,3,impressed,train
MPATHY-022284,3,ashamed,train
MPATHY-022285,4,nostalgic,train
MPATHY-022286,3,anxious,train
MPATHY-022287,3,grateful,train
MPATHY-022288,4,jealous,train
MPATHY-022289,3,content,train
MPATHY-022291,4,ashamed,train
MPATHY-022292,3,embarrassed,train
MPATHY-022293,3,devastated,train
MPATHY-022294,3,faithful,train
MPATHY-022296,3,prepared,train
MPATHY-022297,3,apprehensive,train
MPATHY-022298,3,confident,train
MPATHY-022300,3,devastated,train
MPATHY-022303,3,caring,train
MPATHY-022304,3,furious,train
MPATHY-022305,3,faithful,train
MPATHY-022306,3,embarrassed,train
MPATHY-022307,3,faithful,train
MPATHY-022310,3,confident,train
MPATHY-022311,3,anticipating,train
MPATHY-022314,4,faithful,train
MPATHY-022315,3,guilty,train
MPATHY-022317,3,anticipating,train
MPATHY-022318,7,trusting,train
MPATHY-022319,7,ashamed,train
MPATHY-022323,3,jealous,train
MPATHY-022324,3,disappointed,train
MPATHY-022326,3,confident,train
MPATHY-022328,6,sentimental,train
MPATHY-022332,3,anxious,train
MPATHY-022334,3,faithful,train
MPATHY-022335,3,ashamed,train
MPATHY-022338,5,content,train
MPATHY-022339,3,trusting,train
MPATHY-022340,3,joyful,train
MPATHY-022343,4,impressed,train
MPATHY-022344,3,grateful,train
MPATHY-022345,3,proud,train
MPATHY-022346,3,lonely,train
MPATHY-022347,3,apprehensive,train
MPATHY-022348,6,faithful,train
MPATHY-022350,3,sentimental,train
MPATHY-022351,3,faithful,train
MPATHY-022352,4,faithful,train
MPATHY-022353,3,confident,train
MPATHY-022357,4,sentimental,train
MPATHY-022358,3,guilty,train
MPATHY-022359,4,trusting,train
MPATHY-022360,4,devastated,train
MPATHY-022361,5,confident,train
MPATHY-022362,3,joyful,train
MPATHY-022364,3,excited,train
MPATHY-022365,4,caring,train
MPATHY-022366,3,caring,train
MPATHY-022367,3,afraid,train
MPATHY-022369,3,surprised,train
MPATHY-022370,5,terrified,train
MPATHY-022371,3,devastated,train
MPATHY-022373,4,sentimental,train
MPATHY-022375,3,faithful,train
MPATHY-022376,4,content,train
MPATHY-022377,5,prepared,train
MPATHY-022380,3,faithful,train
MPATHY-022384,3,afraid,train
MPATHY-022388,4,trusting,train
MPATHY-022389,3,ashamed,train
MPATHY-022391,3,trusting,train
MPATHY-022392,3,anticipating,train
MPATHY-022393,3,impressed,train
MPATHY-022395,3,caring,train
MPATHY-022396,4,disappointed,train
MPATHY-022399,3,sentimental,train
MPATHY-022400,4,ashamed,train
MPATHY-022402,4,guilty,train
MPATHY-022404,4,embarrassed,train
MPATHY-022405,3,ashamed,train
MPATHY-022406,3,caring,train
MPATHY-022407,3,devastated,train
MPATHY-022408,3,devastated,train
MPATHY-022409,4,apprehensive,train
MPATHY-022410,4,prepared,train
MPATHY-022411,3,content,train
MPATHY-022412,5,joyful,train
MPATHY-022413,7,trusting,train
MPATHY-022415,3,content,train
MPATHY-022416,3,content,train
MPATHY-022417,3,disgusted,train
MPATHY-022419,4,trusting,train
MPATHY-022420,3,embarrassed,train
MPATHY-022421,4,faithful,train
MPATHY-022422,4,sentimental,train
MPATHY-022424,3,proud,train
MPATHY-022425,3,annoyed,train
MPATHY-022426,3,anticipating,train
MPATHY-022427,3,anticipating,train
MPATHY-022428,5,afraid,train
MPATHY-022429,7,apprehensive,train
MPATHY-022430,3,sentimental,train
MPATHY-022432,3,angry,train
MPATHY-022433,4,ashamed,train
MPATHY-022434,3,caring,train
MPATHY-022435,3,grateful,train
MPATHY-022436,3,anxious,train
MPATHY-022437,3,excited,train
MPATHY-022439,4,sentimental,train
MPATHY-022440,3,proud,train
MPATHY-022441,4,caring,train
MPATHY-022442,3,confident,train
MPATHY-022443,3,hopeful,train
MPATHY-022445,3,devastated,train
MPATHY-022446,4,devastated,train
MPATHY-022447,3,ashamed,train
MPATHY-022448,3,impressed,train
MPATHY-022449,3,prepared,train
MPATHY-022450,4,faithful,train
MPATHY-022451,3,surprised,train
MPATHY-022452,3,excited,train
MPATHY-022453,3,trusting,train
MPATHY-022454,3,furious,train
MPATHY-022455,4,devastated,train
MPATHY-022456,5,ashamed,train
MPATHY-022457,7,trusting,train
MPATHY-022458,5,grateful,train
MPATHY-022460,3,apprehensive,train
MPATHY-022461,3,nostalgic,train
MPATHY-022462,3,surprised,train
MPATHY-022463,4,apprehensive,train
MPATHY-022464,3,surprised,train
MPATHY-022468,3,hopeful,train
MPATHY-022469,3,faithful,train
MPATHY-022471,4,sentimental,train
MPATHY-022472,3,sentimental,train
MPATHY-022473,4,confident,train
MPATHY-022475,4,terrified,train
MPATHY-022476,3,sentimental,train
MPATHY-022478,3,devastated,train
MPATHY-022480,3,disappointed,train
MPATHY-022482,3,devastated,train
MPATHY-022483,4,sentimental,train
MPATHY-022484,3,lonely,train
MPATHY-022485,3,ashamed,train
MPATHY-022486,5,trusting,train
MPATHY-022490,3,terrified,train
MPATHY-022491,4,devastated,train
MPATHY-022494,7,trusting,train
MPATHY-022495,7,devastated,train
MPATHY-022496,3,lonely,train
MPATHY-022497,3,faithful,train
MPATHY-022498,3,confident,train
MPATHY-022499,3,sad,train
MPATHY-022501,3,disappointed,train
MPATHY-022502,3,content,train
MPATHY-022503,3,annoyed,train
MPATHY-022504,3,guilty,train
MPATHY-022505,4,caring,train
MPATHY-022506,4,ashamed,train
MPATHY-022508,3,content,train
MPATHY-022512,3,content,train
MPATHY-022513,4,faithful,train
MPATHY-022514,3,terrified,train
MPATHY-022516,3,sentimental,train
MPATHY-022517,3,hopeful,train
MPATHY-022520,5,content,train
MPATHY-022521,4,sad,train
MPATHY-022522,3,sentimental,train
MPATHY-022526,3,anticipating,train
MPATHY-022527,4,sentimental,train
MPATHY-022528,5,confident,train
MPATHY-022529,4,ashamed,train
MPATHY-022530,3,embarrassed,train
MPATHY-022531,3,annoyed,train
MPATHY-022533,4,devastated,train
MPATHY-022536,3,apprehensive,train
MPATHY-022538,6,trusting,train
MPATHY-022539,7,angry,train
MPATHY-022540,5,faithful,train
MPATHY-022541,3,devastated,train
MPATHY-022542,3,anticipating,train
MPATHY-022544,3,trusting,train
MPATHY-022546,4,apprehensive,train
MPATHY-022547,5,proud,train
MPATHY-022548,3,faithful,train
MPATHY-022550,3,content,train
MPATHY-022558,7,trusting,train
MPATHY-022559,4,prepared,train
MPATHY-022561,3,trusting,train
MPATHY-022563,3,angry,train
MPATHY-022565,4,embarrassed,train
MPATHY-022566,6,hopeful,train
MPATHY-022567,5,caring,train
MPATHY-022568,3,prepared,train
MPATHY-022569,3,annoyed,train
MPATHY-022573,4,disappointed,train
MPATHY-022574,4,excited,train
MPATHY-022575,4,furious,train
MPATHY-022576,5,content,train
MPATHY-022577,4,disgusted,train
MPATHY-022579,3,angry,train
MPATHY-022580,3,jealous,train
MPATHY-022581,3,sad,train
MPATHY-022582,3,nostalgic,train
MPATHY-022583,4,surprised,train
MPATHY-022584,3,terrified,train
MPATHY-022586,3,joyful,train
MPATHY-022588,4,anxious,train
MPATHY-022589,3,joyful,train
MPATHY-022590,3,guilty,train
MPATHY-022591,5,hopeful,train
MPATHY-022592,3,faithful,train
MPATHY-022594,4,trusting,train
MPATHY-022597,3,apprehensive,train
MPATHY-022598,3,content,train
MPATHY-022600,3,surprised,train
MPATHY-022602,7,terrified,train
MPATHY-022603,5,prepared,train
MPATHY-022604,3,proud,train
MPATHY-022606,3,anticipating,train
MPATHY-022608,3,anticipating,train
MPATHY-022610,4,content,train
MPATHY-022612,4,ashamed,train
MPATHY-022613,6,disappointed,train
MPATHY-022615,4,jealous,train
MPATHY-022616,4,nostalgic,train
MPATHY-022617,3,disgusted,train
MPATHY-022619,4,apprehensive,train
MPATHY-022620,3,confident,train
MPATHY-022621,3,disgusted,train
MPATHY-022622,5,anticipating,train
MPATHY-022623,4,sentimental,train
MPATHY-022624,3,caring,train
MPATHY-022626,7,joyful,train
MPATHY-022627,5,devastated,train
MPATHY-022629,3,joyful,train
MPATHY-022630,4,embarrassed,train
MPATHY-022632,6,content,train
MPATHY-022635,4,confident,train
MPATHY-022636,3,anxious,train
MPATHY-022637,4,embarrassed,train
MPATHY-022639,4,furious,train
MPATHY-022641,3,faithful,train
MPATHY-022642,4,prepared,train
MPATHY-022645,4,anticipating,train
MPATHY-022646,3,afraid,train
MPATHY-022648,3,confident,train
MPATHY-022650,4,furious,train
MPATHY-022652,3,hopeful,train
MPATHY-022653,4,afraid,train
MPATHY-022656,3,prepared,train
MPATHY-022658,4,embarrassed,train
MPATHY-022659,3,faithful,train
MPATHY-022660,3,joyful,train
MPATHY-022662,4,nostalgic,train
MPATHY-022664,3,content,train
MPATHY-022665,6,nostalgic,train
MPATHY-022668,3,anticipating,train
MPATHY-022669,4,hopeful,train
MPATHY-022670,4,impressed,train
MPATHY-022671,3,anxious,train
MPATHY-022674,4,lonely,train
MPATHY-022676,3,afraid,train
MPATHY-022677,4,guilty,train
MPATHY-022678,6,anticipating,train
MPATHY-022680,3,afraid,train
MPATHY-022682,4,annoyed,train
MPATHY-022683,3,devastated,train
MPATHY-022684,3,hopeful,train
MPATHY-022685,4,anxious,train
MPATHY-022686,4,sad,train
MPATHY-022688,5,caring,train
MPATHY-022689,4,terrified,train
MPATHY-022690,4,angry,train
MPATHY-022692,3,jealous,train
MPATHY-022695,7,content,train
MPATHY-022696,4,proud,train
MPATHY-022699,3,trusting,train
MPATHY-022700,3,disappointed,train
MPATHY-022701,4,anticipating,train
MPATHY-022702,7,guilty,train
MPATHY-022703,7,faithful,train
MPATHY-022704,6,surprised,train
MPATHY-022705,5,embarrassed,train
MPATHY-022706,3,guilty,train
MPATHY-022708,7,faithful,train
MPATHY-022709,5,anticipating,train
MPATHY-022711,4,joyful,train
MPATHY-022712,3,impressed,train
MPATHY-022713,4,afraid,train
MPATHY-022714,4,trusting,train
MPATHY-022716,7,ashamed,train
MPATHY-022717,7,jealous,train
MPATHY-022719,4,excited,train
MPATHY-022721,4,impressed,train
MPATHY-022722,3,grateful,train
MPATHY-022723,4,confident,train
MPATHY-022727,4,prepared,train
MPATHY-022728,6,proud,train
MPATHY-022731,4,disgusted,train
MPATHY-022732,3,caring,train
MPATHY-022734,4,ashamed,train
MPATHY-022737,4,jealous,train
MPATHY-022738,5,furious,train
MPATHY-022739,4,joyful,train
MPATHY-022743,4,anxious,train
MPATHY-022745,4,nostalgic,train
MPATHY-022746,4,disgusted,train
MPATHY-022749,3,hopeful,train
MPATHY-022750,3,anticipating,train
MPATHY-022751,3,disgusted,train
MPATHY-022753,4,disappointed,train
MPATHY-022755,4,guilty,train
MPATHY-022757,4,joyful,train
MPATHY-022758,3,disgusted,train
MPATHY-022760,6,disappointed,train
MPATHY-022761,3,anxious,train
MPATHY-022762,3,disappointed,train
MPATHY-022764,4,terrified,train
MPATHY-022766,3,trusting,train
MPATHY-022767,3,devastated,train
MPATHY-022768,4,impressed,train
MPATHY-022770,3,guilty,train
MPATHY-022774,4,grateful,train
MPATHY-022775,7,joyful,train
MPATHY-022778,3,afraid,train
MPATHY-022782,5,apprehensive,train
MPATHY-022783,6,afraid,train
MPATHY-022784,3,impressed,train
MPATHY-022785,4,ashamed,train
MPATHY-022786,4,sad,train
MPATHY-022788,4,grateful,train
MPATHY-022789,3,apprehensive,train
MPATHY-022790,3,apprehensive,train
MPATHY-022791,4,lonely,train
MPATHY-022792,7,lonely,train
MPATHY-022793,7,angry,train
MPATHY-022794,5,sad,train
MPATHY-022795,4,proud,train
MPATHY-022796,4,annoyed,train
MPATHY-022798,7,ashamed,train
MPATHY-022799,7,excited,train
MPATHY-022800,4,angry,train
MPATHY-022802,4,surprised,train
MPATHY-022805,4,proud,train
MPATHY-022806,3,embarrassed,train
MPATHY-022807,3,trusting,train
MPATHY-022808,3,jealous,train
MPATHY-022810,3,jealous,train
MPATHY-022811,4,excited,train
MPATHY-022812,4,faithful,train
MPATHY-022813,3,jealous,train
MPATHY-022814,5,confident,train
MPATHY-022815,4,embarrassed,train
MPATHY-022816,3,surprised,train
MPATHY-022818,4,annoyed,train
MPATHY-022819,3,confident,train
MPATHY-022820,3,anticipating,train
MPATHY-022821,4,trusting,train
MPATHY-022822,4,trusting,train
MPATHY-022824,3,ashamed,train
MPATHY-022825,4,sentimental,train
MPATHY-022826,6,ashamed,train
MPATHY-022827,7,trusting,train
MPATHY-022829,3,nostalgic,train
MPATHY-022830,7,apprehensive,train
MPATHY-022831,6,devastated,train
MPATHY-022832,7,sentimental,train
MPATHY-022833,5,trusting,train
MPATHY-022834,3,impressed,train
MPATHY-022835,4,sentimental,train
MPATHY-022837,3,caring,train
MPATHY-022838,3,nostalgic,train
MPATHY-022840,4,faithful,train
MPATHY-022841,3,content,train
MPATHY-022843,3,embarrassed,train
MPATHY-022844,3,hopeful,train
MPATHY-022845,4,content,train
MPATHY-022848,3,jealous,train
MPATHY-022849,3,content,train
MPATHY-022850,3,disappointed,train
MPATHY-022851,3,ashamed,train
MPATHY-022852,4,sentimental,train
MPATHY-022853,3,disgusted,train
MPATHY-022854,3,apprehensive,train
MPATHY-022855,3,furious,train
MPATHY-022856,4,embarrassed,train
MPATHY-022857,3,confident,train
MPATHY-022858,3,anxious,train
MPATHY-022859,4,devastated,train
MPATHY-022861,3,terrified,train
MPATHY-022864,4,anticipating,train
MPATHY-022865,3,furious,train
MPATHY-022866,3,disappointed,train
MPATHY-022867,3,guilty,train
MPATHY-022868,3,confident,train
MPATHY-022870,4,nostalgic,train
MPATHY-022871,3,joyful,train
MPATHY-022873,5,jealous,train
MPATHY-022875,3,disgusted,train
MPATHY-022876,3,afraid,train
MPATHY-022877,3,hopeful,train
MPATHY-022878,3,impressed,train
MPATHY-022879,3,prepared,train
MPATHY-022880,5,confident,train
MPATHY-022883,3,apprehensive,train
MPATHY-022884,4,trusting,train
MPATHY-022885,3,faithful,train
MPATHY-022886,4,disappointed,train
MPATHY-022887,3,hopeful,train
MPATHY-022889,3,terrified,train
MPATHY-022890,4,ashamed,train
MPATHY-022891,3,disgusted,train
MPATHY-022892,3,disappointed,train
MPATHY-022893,3,faithful,train
MPATHY-022894,4,jealous,train
MPATHY-022895,4,devastated,train
MPATHY-022896,3,sad,train
MPATHY-022898,4,trusting,train
MPATHY-022899,7,terrified,train
MPATHY-022900,3,annoyed,train
MPATHY-022901,3,sentimental,train
MPATHY-022902,3,angry,train
MPATHY-022903,3,grateful,train
MPATHY-022904,3,proud,train
MPATHY-022906,4,guilty,train
MPATHY-022907,3,content,train
MPATHY-022908,3,devastated,train
MPATHY-022909,3,disgusted,train
MPATHY-022910,3,surprised,train
MPATHY-022911,4,apprehensive,train
MPATHY-022912,3,joyful,train
MPATHY-022913,3,faithful,train
MPATHY-022914,3,afraid,train
MPATHY-022916,3,lonely,train
MPATHY-022917,3,content,train
MPATHY-022919,4,caring,train
MPATHY-022920,3,trusting,train
MPATHY-022922,3,anxious,train
MPATHY-022923,3,embarrassed,train
MPATHY-022924,3,embarrassed,train
MPATHY-022926,3,prepared,train
MPATHY-022927,3,sad,train
MPATHY-022928,4,content,train
MPATHY-022931,3,trusting,train
MPATHY-022932,3,devastated,train
MPATHY-022934,3,apprehensive,train
MPATHY-022935,3,embarrassed,train
MPATHY-022936,3,content,train
MPATHY-022937,3,annoyed,train
MPATHY-022938,3,anticipating,train
MPATHY-022939,3,apprehensive,train
MPATHY-022940,4,anticipating,train
MPATHY-022941,3,impressed,train
MPATHY-022942,4,anxious,train
MPATHY-022943,3,jealous,train
MPATHY-022944,3,grateful,train
MPATHY-022945,3,angry,train
MPATHY-022946,3,sentimental,train
MPATHY-022947,3,confident,train
MPATHY-022950,3,grateful,train
MPATHY-022951,4,anticipating,train
MPATHY-022952,3,proud,train
MPATHY-022953,3,terrified,train
MPATHY-022954,3,lonely,train
MPATHY-022955,3,lonely,train
MPATHY-022956,3,sentimental,train
MPATHY-022957,4,jealous,train
MPATHY-022958,3,sentimental,train
MPATHY-022960,3,excited,train
MPATHY-022961,3,anxious,train
MPATHY-022962,3,embarrassed,train
MPATHY-022963,3,devastated,train
MPATHY-022964,5,annoyed,train
MPATHY-022965,3,guilty,train
MPATHY-022966,3,nostalgic,train
MPATHY-022968,3,hopeful,train
MPATHY-022969,3,surprised,train
MPATHY-022970,3,angry,train
MPATHY-022972,3,ashamed,train
MPATHY-022973,4,confident,train
MPATHY-022974,4,sentimental,train
MPATHY-022975,5,trusting,train
MPATHY-022976,4,devastated,train
MPATHY-022977,3,caring,train
MPATHY-022978,3,nostalgic,train
MPATHY-022980,3,embarrassed,train
MPATHY-022981,4,caring,train
MPATHY-022982,4,devastated,train
MPATHY-022984,3,hopeful,train
MPATHY-022985,4,apprehensive,train
MPATHY-022987,4,jealous,train
MPATHY-022989,4,caring,train
MPATHY-022990,3,terrified,train
MPATHY-022991,3,confident,train
MPATHY-022992,7,anticipating,train
MPATHY-022993,5,prepared,train
MPATHY-022994,7,prepared,train
MPATHY-022995,6,faithful,train
MPATHY-022996,7,ashamed,train
MPATHY-022997,7,jealous,train
MPATHY-022998,5,furious,train
MPATHY-022999,3,caring,train
MPATHY-023000,7,faithful,train
MPATHY-023001,7,content,train
MPATHY-023002,3,joyful,train
MPATHY-023003,3,devastated,train
MPATHY-023004,3,sad,train
MPATHY-023006,3,confident,train
MPATHY-023008,3,annoyed,train
MPATHY-023009,5,ashamed,train
MPATHY-023011,4,trusting,train
MPATHY-023012,3,lonely,train
MPATHY-023013,3,trusting,train
MPATHY-023015,3,trusting,train
MPATHY-023016,3,faithful,train
MPATHY-023017,3,ashamed,train
MPATHY-023018,5,faithful,train
MPATHY-023019,3,trusting,train
MPATHY-023020,4,trusting,train
MPATHY-023021,4,faithful,train
MPATHY-023022,4,trusting,train
MPATHY-023024,3,prepared,train
MPATHY-023027,4,sentimental,train
MPATHY-023028,3,excited,train
MPATHY-023029,3,trusting,train
MPATHY-023030,3,faithful,train
MPATHY-023031,3,ashamed,train
MPATHY-023032,3,terrified,train
MPATHY-023033,4,lonely,train
MPATHY-023034,3,ashamed,train
MPATHY-023035,3,ashamed,train
MPATHY-023036,3,furious,train
MPATHY-023037,3,ashamed,train
MPATHY-023039,3,disgusted,train
MPATHY-023040,5,furious,train
MPATHY-023041,4,grateful,train
MPATHY-023042,5,confident,train
MPATHY-023043,3,apprehensive,train
MPATHY-023045,3,ashamed,train
MPATHY-023046,3,ashamed,train
MPATHY-023047,3,guilty,train
MPATHY-023049,3,prepared,train
MPATHY-023050,7,devastated,train
MPATHY-023051,7,trusting,train
MPATHY-023052,3,ashamed,train
MPATHY-023053,3,terrified,train
MPATHY-023054,4,annoyed,train
MPATHY-023055,5,faithful,train
MPATHY-023056,3,joyful,train
MPATHY-023058,3,trusting,train
MPATHY-023059,4,apprehensive,train
MPATHY-023060,3,trusting,train
MPATHY-023061,3,guilty,train
MPATHY-023062,4,angry,train
MPATHY-023063,3,joyful,train
MPATHY-023064,3,ashamed,train
MPATHY-023065,3,anticipating,train
MPATHY-023066,3,afraid,train
MPATHY-023067,3,trusting,train
MPATHY-023068,4,ashamed,train
MPATHY-023069,3,apprehensive,train
MPATHY-023070,4,anticipating,train
MPATHY-023071,5,nostalgic,train
MPATHY-023072,3,afraid,train
MPATHY-023073,3,nostalgic,train
MPATHY-023074,7,caring,train
MPATHY-023075,7,apprehensive,train
MPATHY-023076,3,sentimental,train
MPATHY-023077,3,trusting,train
MPATHY-023078,4,confident,train
MPATHY-023079,3,sentimental,train
MPATHY-023080,3,sentimental,train
MPATHY-023081,4,devastated,train
MPATHY-023082,7,jealous,train
MPATHY-023083,7,sentimental,train
MPATHY-023084,3,grateful,train
MPATHY-023086,3,lonely,train
MPATHY-023087,3,devastated,train
MPATHY-023088,3,trusting,train
MPATHY-023090,3,ashamed,train
MPATHY-023092,3,devastated,train
MPATHY-023093,3,devastated,train
MPATHY-023094,6,furious,train
MPATHY-023095,5,confident,train
MPATHY-023097,3,ashamed,train
MPATHY-023098,3,caring,train
MPATHY-023099,3,devastated,train
MPATHY-023100,3,hopeful,train
MPATHY-023101,3,caring,train
MPATHY-023102,3,content,train
MPATHY-023103,3,content,train
MPATHY-023104,3,faithful,train
MPATHY-023105,4,proud,train
MPATHY-023107,4,prepared,train
MPATHY-023111,3,terrified,train
MPATHY-023112,3,caring,train
MPATHY-023113,4,trusting,train
MPATHY-023114,6,sad,train
MPATHY-023115,5,anticipating,train
MPATHY-023116,4,disappointed,train
MPATHY-023118,3,sad,train
MPATHY-023119,4,trusting,train
MPATHY-023120,3,ashamed,train
MPATHY-023121,4,surprised,train
MPATHY-023122,3,embarrassed,train
MPATHY-023123,4,ashamed,train
MPATHY-023124,3,prepared,train
MPATHY-023125,3,afraid,train
MPATHY-023126,3,content,train
MPATHY-023127,3,caring,train
MPATHY-023129,3,trusting,train
MPATHY-023130,3,faithful,train
MPATHY-023133,3,ashamed,train
MPATHY-023134,4,ashamed,train
MPATHY-023135,3,nostalgic,train
MPATHY-023136,3,apprehensive,train
MPATHY-023137,3,annoyed,train
MPATHY-023138,4,embarrassed,train
MPATHY-023139,3,faithful,train
MPATHY-023140,3,sentimental,train
MPATHY-023141,4,ashamed,train
MPATHY-023142,7,nostalgic,train
MPATHY-023143,7,apprehensive,train
MPATHY-023144,6,nostalgic,train
MPATHY-023145,5,faithful,train
MPATHY-023146,3,disgusted,train
MPATHY-023148,3,embarrassed,train
MPATHY-023150,3,faithful,train
MPATHY-023151,4,jealous,train
MPATHY-023152,4,trusting,train
MPATHY-023153,3,jealous,train
MPATHY-023154,4,content,train
MPATHY-023155,3,sentimental,train
MPATHY-023158,4,faithful,train
MPATHY-023159,3,trusting,train
MPATHY-023160,3,jealous,train
MPATHY-023162,3,devastated,train
MPATHY-023164,3,guilty,train
MPATHY-023165,4,hopeful,train
MPATHY-023166,3,apprehensive,train
MPATHY-023167,3,sentimental,train
MPATHY-023168,3,impressed,train
MPATHY-023170,4,confident,train
MPATHY-023171,3,content,train
MPATHY-023172,4,content,train
MPATHY-023173,3,devastated,train
MPATHY-023174,3,prepared,train
MPATHY-023175,4,prepared,train
MPATHY-023177,4,confident,train
MPATHY-023178,3,grateful,train
MPATHY-023179,3,embarrassed,train
MPATHY-023180,4,caring,train
MPATHY-023181,3,disappointed,train
MPATHY-023182,3,apprehensive,train
MPATHY-023183,3,anticipating,train
MPATHY-023184,3,lonely,train
MPATHY-023186,4,prepared,train
MPATHY-023187,3,sad,train
MPATHY-023188,3,embarrassed,train
MPATHY-023189,3,content,train
MPATHY-023190,3,anticipating,train
MPATHY-023192,3,sad,train
MPATHY-023193,3,faithful,train
MPATHY-023194,3,ashamed,train
MPATHY-023195,4,trusting,train
MPATHY-023196,3,terrified,train
MPATHY-023198,3,angry,train
MPATHY-023199,3,nostalgic,train
MPATHY-023200,3,sentimental,train
MPATHY-023201,3,devastated,train
MPATHY-023202,3,devastated,train
MPATHY-023203,3,furious,train
MPATHY-023204,4,nostalgic,train
MPATHY-023205,4,furious,train
MPATHY-023206,3,joyful,train
MPATHY-023207,3,ashamed,train
MPATHY-023208,3,prepared,train
MPATHY-023209,3,caring,train
MPATHY-023210,4,excited,train
MPATHY-023211,7,furious,train
MPATHY-023212,3,apprehensive,train
MPATHY-023213,3,annoyed,train
MPATHY-023214,3,afraid,train
MPATHY-023215,3,devastated,train
MPATHY-023216,3,trusting,train
MPATHY-023217,3,disgusted,train
MPATHY-023218,5,anxious,train
MPATHY-023219,4,apprehensive,train
MPATHY-023221,3,devastated,train
MPATHY-023222,3,faithful,train
MPATHY-023223,4,disappointed,train
MPATHY-023224,3,trusting,train
MPATHY-023225,3,impressed,train
MPATHY-023226,4,joyful,train
MPATHY-023227,3,caring,train
MPATHY-023228,3,proud,train
MPATHY-023229,3,devastated,train
MPATHY-023230,3,sentimental,train
MPATHY-023231,4,disgusted,train
MPATHY-023232,5,trusting,train
